,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
134,Louis Adams,76,185,Guard,65,19,16.9,2.6,5.6,0.457,2.0,4.0,0.496,0.6,1.6,0.457,2.9,4.0,0.7290000000000001,1.2,0.5,0.2,8.6,0.5,2.1,2.6,1.6,0,0,0,1
135,Luke Adams,69,170,Guard,64,8,9.4,0.5,1.7,0.294,0.1,0.5,0.172,0.4,1.3,0.294,0.7,0.8,0.792,0.7,0.4,0.0,2.1,0.1,0.5,0.6,0.8,0,0,0,1
136,Mark Adams,73,175,Guard,45,0,6.3,0.4,1.0,0.395,0.2,0.4,0.438,0.2,0.6,0.395,0.2,0.3,0.5,0.5,0.3,0.0,1.1,0.1,0.6,0.7,0.5,0,0,0,1
137,Marlon Adams,78,220,Forward,31,11,17.4,1.9,3.6,0.522,1.8,3.2,0.55,0.1,0.4,0.522,0.5,1.5,0.354,0.4,0.3,0.3,4.5,1.5,2.6,4.1,1.2,0,0,1,0
138,Martavius Adams,80,255,Forward,124,93,23.2,3.2,6.9,0.467,2.9,5.8,0.5,0.3,1.1,0.467,1.5,2.5,0.612,0.6,0.4,0.3,8.2,1.7,4.2,5.9,1.8,0,0,1,0
139,Michael Adams,74,202,Guard,13,1,2.0,0.2,0.6,0.375,0.1,0.2,0.5,0.2,0.5,0.375,0.2,0.2,1.0,0.2,0.0,0.1,0.8,0.2,0.2,0.4,0.1,0,0,0,1
140,Mike Adams,83,225,Center,35,0,4.1,0.2,0.4,0.467,0.2,0.4,0.467,0.0,0.0,0.467,0.2,0.5,0.316,0.0,0.1,0.5,0.6,0.3,0.9,1.2,0.4,0,1,0,0
141,Randy Adams,80,220,Center,100,49,14.7,1.2,2.7,0.446,1.2,2.7,0.447,0.0,0.1,0.446,0.9,1.7,0.5579999999999999,0.3,0.3,0.2,3.4,1.2,1.8,3.0,1.0,0,1,0,0
142,Rio Adams,75,190,Guard,24,0,3.5,0.4,1.0,0.4,0.3,0.8,0.4,0.1,0.2,0.4,0.2,0.5,0.385,0.3,0.3,0.0,1.1,0.1,0.1,0.3,0.5,0,0,0,1
143,Roderick Adams,73,185,Guard,55,38,18.9,1.7,3.6,0.475,1.6,3.2,0.506,0.1,0.4,0.475,1.1,2.2,0.504,2.4,1.5,0.1,4.7,0.7,1.7,2.4,1.9,0,0,0,1
144,Shaun Adams,78,190,Forward,31,6,3.9,0.3,1.1,0.28600000000000003,0.2,0.6,0.316,0.1,0.5,0.28600000000000003,0.5,0.7,0.7140000000000001,0.2,0.2,0.3,1.3,0.4,0.6,1.0,0.3,0,0,1,0
145,Shelby Adams,75,175,Guard,61,2,10.9,1.1,2.3,0.49,1.0,1.7,0.5579999999999999,0.2,0.6,0.49,0.6,1.1,0.574,0.3,0.4,0.0,3.1,0.5,0.9,1.4,0.5,0,0,0,1
146,Stephaun Adams,75,176,Guard,41,5,14.5,0.9,2.9,0.308,0.6,1.8,0.319,0.3,1.2,0.308,1.0,1.4,0.7140000000000001,1.9,0.7,0.0,3.1,0.5,2.1,2.6,1.2,0,0,0,1
147,Steven Adams,84,250,Center,32,32,23.4,3.1,5.5,0.5710000000000001,3.1,5.5,0.5710000000000001,0.0,0.0,0.5710000000000001,1.0,2.2,0.443,0.6,0.7,2.0,7.2,2.8,3.5,6.3,1.1,1,1,0,0
149,Tremell Adams,74,200,Guard,20,4,13.0,2.4,5.8,0.405,0.9,1.9,0.459,1.5,4.0,0.405,1.1,1.3,0.846,0.6,0.5,0.0,7.3,1.0,1.1,2.0,1.2,0,0,0,1
150,Tyler Adams,81,254,Center,5,1,4.8,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.5,0.4,0.4,1.0,0.2,0.0,0.6,2.4,0.8,1.0,1.8,0.4,0,1,0,0
151,Tyrel Adams,81,250,Center,62,45,12.7,0.8,2.1,0.369,0.8,2.1,0.375,0.0,0.0,0.369,0.5,0.9,0.5660000000000001,0.2,0.1,0.3,2.0,0.6,1.0,1.6,0.7,0,1,0,0
152,Vic Adams,75,165,Guard,5,0,13.4,1.8,5.0,0.36,1.0,2.0,0.5,0.8,3.0,0.36,1.2,1.4,0.857,1.0,1.0,0.0,5.6,0.4,0.8,1.2,1.8,0,0,0,1
153,Will Adams,76,190,Forward,27,0,12.5,0.7,2.4,0.297,0.4,1.1,0.4,0.3,1.3,0.297,0.2,0.4,0.5,0.4,0.3,0.1,1.9,0.4,0.7,1.2,0.8,0,0,1,0
154,Will Adams,70,180,Guard,103,28,13.0,1.1,3.3,0.35,0.4,1.1,0.374,0.7,2.2,0.35,0.3,0.4,0.789,0.6,0.4,0.1,3.3,0.2,0.8,1.0,0.4,0,0,0,1
155,Wink Adams,72,200,Guard,103,102,31.3,4.8,12.3,0.395,3.2,7.2,0.438,1.7,5.0,0.395,3.7,4.8,0.763,2.7,1.5,0.1,15.0,0.8,3.2,4.0,1.9,0,0,0,1
156,Xavier Adams,76,205,Guard,77,14,12.8,1.3,2.8,0.467,1.1,2.0,0.565,0.2,0.8,0.467,1.2,1.8,0.657,0.7,0.5,0.2,3.9,0.8,1.4,2.2,0.9,0,0,0,1
158,Shareif Adamu,79,200,Forward,31,16,16.7,1.5,3.5,0.449,1.5,3.0,0.495,0.1,0.5,0.449,1.3,2.4,0.562,0.5,0.3,0.9,4.5,0.8,1.7,2.5,1.1,0,0,1,0
159,Shareif Adamu,80,225,Forward,6,2,12.3,0.8,2.3,0.35700000000000004,0.7,1.7,0.4,0.2,0.7,0.35700000000000004,0.8,1.3,0.625,0.5,0.5,0.8,2.7,1.0,1.0,2.0,1.7,0,0,1,0
160,Jo Adande,80,205,Forward,51,6,7.9,0.6,1.3,0.453,0.6,1.2,0.46,0.0,0.0,0.453,0.8,1.4,0.563,0.2,0.2,0.2,1.9,0.5,1.4,1.8,0.8,0,0,1,0
161,Koki Adasi,75,190,Guard,53,10,13.7,1.4,3.8,0.362,1.0,2.6,0.3720000000000001,0.4,1.2,0.362,0.5,0.7,0.632,0.7,0.3,0.1,3.6,0.8,1.0,1.8,0.8,0,0,0,1
162,Jalen Adaway,77,201,Guard,63,45,26.9,3.1,6.3,0.496,2.6,4.5,0.575,0.5,1.8,0.496,1.3,1.9,0.675,0.8,0.5,0.2,8.0,1.1,3.9,5.0,1.0,0,0,0,1
164,Brian Addison,80,225,Forward,34,9,6.6,0.7,1.6,0.426,0.6,1.5,0.44,0.0,0.1,0.426,0.2,0.6,0.364,0.2,0.1,0.4,1.6,0.9,1.1,2.0,0.4,0,0,1,0
165,Emmanuel Addo,80,230,Forward,116,24,15.6,2.2,4.5,0.496,1.9,3.7,0.517,0.3,0.8,0.496,1.5,2.1,0.716,0.6,0.1,0.1,6.3,1.1,1.7,2.8,1.2,0,0,1,0
166,Bam Adebayo,82,260,Forward,38,38,30.1,4.5,7.5,0.599,4.5,7.5,0.599,0.0,0.0,0.599,4.1,6.2,0.653,0.8,0.7,1.5,13.0,3.1,4.9,8.0,1.7,1,0,1,0
167,Temi Adebayo,82,236,Center,15,0,2.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.0,0.1,0.1,0.1,0.3,0.4,0.1,0,1,0,0
168,Rotolu Adebiyi,78,225,Forward,32,3,4.9,0.2,0.7,0.333,0.2,0.6,0.368,0.0,0.1,0.333,0.0,0.1,0.25,0.1,0.1,0.1,0.5,0.3,0.5,0.8,0.2,0,0,1,0
170,Desmond Adedeji,81,298,Center,53,4,10.3,1.5,3.1,0.506,1.5,3.1,0.506,0.0,0.0,0.506,0.6,1.5,0.395,0.2,0.2,0.6,3.7,0.8,1.6,2.4,0.9,0,1,0,0
171,Adetunji Adedipe,77,215,Forward,63,3,3.5,0.3,0.5,0.613,0.3,0.5,0.613,0.0,0.0,0.613,0.0,0.3,0.188,0.0,0.0,0.0,0.7,0.4,0.5,0.9,0.2,0,0,1,0
172,Alex Adediran,80,245,Forward,56,11,19.7,3.1,6.2,0.501,3.1,6.1,0.503,0.0,0.0,0.501,2.1,3.2,0.6559999999999999,0.5,0.4,0.8,8.3,2.1,2.8,4.9,2.1,0,0,1,0
173,Ogo Adegboye,72,177,Guard,62,42,30.3,2.8,6.9,0.4,1.4,3.1,0.442,1.4,3.8,0.4,2.1,3.2,0.66,3.2,0.7,0.1,9.0,0.3,2.1,2.4,2.0,0,0,0,1
174,Emmanuel Adeife,82,235,Center,30,4,9.1,0.4,1.0,0.387,0.4,1.0,0.387,0.0,0.0,0.387,0.9,1.6,0.542,0.1,0.2,1.0,1.7,1.1,1.9,3.0,0.2,0,1,0,0
175,Jawad Adekoya,78,190,Guard,41,13,15.6,1.9,5.7,0.336,0.8,2.2,0.348,1.2,3.6,0.336,1.3,1.8,0.736,0.5,0.6,0.1,6.3,0.4,1.6,2.0,0.9,0,0,0,1
176,Jubril Adekoya,79,230,Forward,112,37,19.9,2.1,4.2,0.5,1.8,3.5,0.519,0.3,0.7,0.5,1.3,2.0,0.659,0.9,0.7,0.2,5.8,1.1,2.9,4.0,1.3,0,0,1,0
177,Deji Adekunle,83,230,Forward,17,0,7.1,0.4,0.9,0.438,0.4,0.9,0.438,0.0,0.0,0.438,0.2,0.5,0.333,0.1,0.1,0.1,1.0,0.5,1.2,1.7,0.6,0,0,1,0
178,Deng Adel,79,190,Forward,89,71,26.8,3.9,9.0,0.438,2.8,5.7,0.489,1.1,3.3,0.438,2.2,2.9,0.7759999999999999,2.0,0.5,0.3,11.2,0.6,3.5,4.1,1.7,0,0,1,0
179,Kenny Adeleke,81,245,Forward,118,101,30.8,6.2,12.0,0.516,6.1,11.8,0.522,0.0,0.2,0.516,3.5,5.8,0.606,0.8,0.9,1.0,15.9,4.3,5.9,10.2,3.4,0,0,1,0
180,Seth Adelsperger,83,230,Center,90,14,8.9,1.1,1.8,0.61,1.1,1.8,0.61,0.0,0.0,0.61,0.8,1.3,0.6,0.1,0.1,0.3,3.0,0.7,1.2,1.9,0.3,0,1,0,0
181,Armend Ademi,81,230,Forward,49,0,5.2,0.2,0.6,0.387,0.2,0.6,0.387,0.0,0.0,0.387,0.7,0.8,0.8,0.0,0.0,0.1,1.1,0.3,0.9,1.2,0.3,0,0,1,0
182,Faisal Aden,76,179,Guard,50,16,25.0,5.1,11.6,0.439,3.7,7.3,0.5,1.4,4.3,0.439,1.8,2.1,0.83,1.3,1.3,0.2,13.3,0.7,2.5,3.2,2.3,0,0,0,1
183,Shore Adenekan,81,235,Forward,56,16,17.2,1.8,3.3,0.56,1.8,3.3,0.56,0.0,0.0,0.56,1.1,2.0,0.5539999999999999,0.3,0.3,0.7,4.8,1.2,2.4,3.6,0.9,0,0,1,0
184,J.T. Adenrele,79,235,Forward,126,112,20.1,3.0,5.6,0.528,2.9,5.6,0.528,0.0,0.0,0.528,1.6,2.5,0.64,0.6,0.6,0.9,7.5,1.6,2.9,4.5,1.6,0,0,1,0
185,Aaron Adeoye,79,237,Forward,92,46,17.5,1.6,3.6,0.441,1.5,3.3,0.457,0.1,0.3,0.441,0.9,1.4,0.63,0.5,0.4,0.5,4.1,1.5,2.7,4.2,1.2,0,0,1,0
186,Nurudeen Adepoju,77,185,Forward,58,45,20.2,2.8,6.9,0.409,1.6,3.4,0.47,1.2,3.5,0.409,1.2,1.8,0.654,1.2,0.6,0.1,8.1,1.0,2.1,3.2,1.5,0,0,1,0
187,Mike Adewunmi,76,210,Guard,14,0,2.6,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.3,0.5,0.1,0.1,0.0,0.1,0.1,0.4,0.4,0.0,0,0,0,1
188,Josh Adeyeye,77,220,Guard,63,33,20.0,2.9,7.0,0.405,1.0,2.3,0.428,1.9,4.7,0.405,1.0,1.3,0.765,0.6,0.3,0.1,8.6,0.4,2.8,3.2,1.0,0,0,0,1
189,Pernell Adgei,80,220,Forward,36,9,9.1,0.5,1.3,0.413,0.5,1.3,0.422,0.0,0.0,0.413,0.6,1.0,0.556,0.3,0.3,0.0,1.6,0.9,1.4,2.3,0.5,0,0,1,0
190,Anthony Adger,73,170,Guard,64,48,26.4,3.4,9.7,0.354,1.9,4.6,0.407,1.5,5.1,0.354,2.5,3.1,0.8220000000000001,2.5,0.8,0.0,11.0,0.4,2.7,3.1,1.9,0,0,0,1
191,Silas Adheke,82,240,Forward,20,0,5.0,0.9,1.2,0.708,0.7,1.0,0.737,0.2,0.3,0.708,0.2,0.3,0.6,0.3,0.1,0.1,2.0,0.5,1.2,1.7,0.4,0,0,1,0
192,Lazare Adingono,75,195,Guard,69,55,24.5,2.7,7.2,0.38,1.4,3.6,0.405,1.3,3.6,0.38,2.1,3.1,0.6709999999999999,0.8,0.7,0.2,8.8,1.0,2.6,3.6,1.3,0,0,0,1
193,Niwayo Adjei,73,180,Guard,10,0,3.8,0.2,1.4,0.14300000000000002,0.2,1.0,0.2,0.0,0.4,0.14300000000000002,0.8,1.0,0.8,0.2,0.0,0.0,1.2,0.0,0.1,0.1,0.6,0,0,0,1
194,Frederic Adjiwanou,81,230,Forward,88,44,23.4,2.5,5.9,0.425,2.3,5.2,0.451,0.1,0.7,0.425,3.8,5.3,0.7070000000000001,0.7,0.6,0.7,8.9,2.0,4.1,6.1,2.3,0,0,1,0
195,Lamar Adkins,80,210,Forward,8,1,5.4,0.6,2.3,0.278,0.5,1.0,0.5,0.1,1.3,0.278,0.6,0.8,0.833,0.1,0.0,0.0,2.0,0.3,0.9,1.1,1.0,0,0,1,0
197,Dan Adler,73,168,Guard,15,0,2.4,0.3,0.7,0.4,0.3,0.5,0.5,0.0,0.1,0.4,0.0,0.1,0.0,0.2,0.0,0.0,0.5,0.1,0.3,0.3,0.0,0,0,0,1
198,Jerod Adler,81,237,Forward,57,41,21.7,1.6,4.2,0.388,1.3,3.1,0.412,0.4,1.1,0.388,1.5,2.3,0.662,0.8,0.6,0.4,5.2,1.3,2.5,3.8,1.2,0,0,1,0
199,Landon Adler,81,210,Forward,46,9,16.2,3.1,6.6,0.462,2.2,4.0,0.535,0.9,2.6,0.462,1.3,1.8,0.723,0.7,0.9,0.5,8.3,1.6,3.5,5.1,1.5,0,0,1,0
201,Scott Adler,75,190,Guard,9,0,3.6,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.5,0.2,0.6,0.4,0.3,0.0,0.1,0.9,0.2,0.3,0.6,0.0,0,0,0,1
202,Quinton Adlesh,72,195,Guard,86,38,26.0,3.7,8.4,0.438,1.6,3.2,0.489,2.1,5.2,0.438,0.5,0.7,0.677,2.3,1.3,0.0,9.9,0.2,2.4,2.7,1.5,0,0,0,1
203,Abdul Ado,83,255,Forward,67,66,25.4,2.4,4.0,0.615,2.4,4.0,0.615,0.0,0.0,0.615,1.5,2.7,0.555,0.4,0.7,1.9,6.4,2.3,3.2,5.5,1.6,0,0,1,0
205,Aurimas Adomaitis,80,235,Center,83,80,14.7,1.7,3.5,0.493,1.7,3.5,0.493,0.0,0.0,0.493,1.4,2.6,0.539,0.4,0.2,0.4,4.8,1.7,1.4,3.1,1.1,0,1,0,0
206,Nathan Adrian,81,235,Forward,140,75,20.9,2.0,4.9,0.414,1.3,2.5,0.511,0.7,2.4,0.414,0.9,1.3,0.674,1.4,1.0,0.4,5.7,1.8,1.9,3.7,0.9,0,0,1,0
207,Jeff Adrien,79,243,Forward,133,101,29.5,4.5,8.8,0.515,4.5,8.7,0.516,0.0,0.0,0.515,3.0,4.9,0.606,1.1,0.6,1.1,12.1,2.9,5.6,8.5,1.9,1,0,1,0
208,Marvin Adu,80,230,Forward,29,1,4.6,0.2,0.4,0.636,0.2,0.4,0.636,0.0,0.0,0.636,0.1,0.3,0.3,0.0,0.2,0.1,0.6,0.2,0.5,0.7,0.3,0,0,1,0
211,Taylor Adway,81,210,Forward,81,34,10.4,1.2,2.4,0.513,1.2,2.3,0.516,0.0,0.0,0.513,0.8,1.4,0.574,0.3,0.2,0.4,3.2,0.7,1.8,2.5,0.8,0,0,1,0
212,Jason Aerts,78,205,Forward,19,0,1.6,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,1.0,0.1,0.1,0.5,0.0,0.0,0.0,0.5,0.2,0.4,0.5,0.1,0,0,1,0
213,Robert Aery,72,185,Guard,13,0,3.8,0.5,2.2,0.241,0.2,0.5,0.28600000000000003,0.4,1.7,0.241,0.2,0.3,0.75,0.2,0.1,0.0,1.7,0.1,0.2,0.2,0.2,0,0,0,1
214,Serge Afeli,81,235,Forward,46,1,5.6,0.5,1.0,0.468,0.5,1.0,0.468,0.0,0.0,0.468,0.1,0.3,0.214,0.2,0.2,0.2,1.0,0.6,1.1,1.7,0.4,0,0,1,0
215,Arron Afflalo,77,215,Guard,104,103,32.7,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.457,2.8,3.6,0.7809999999999999,1.9,0.6,0.2,14.8,0.6,2.8,3.5,2.0,1,0,0,1
216,Ernest Aflakpui,82,240,Center,112,86,17.4,1.8,3.1,0.591,1.8,3.1,0.591,0.0,0.0,0.591,0.8,1.4,0.5670000000000001,0.4,0.4,0.3,4.4,1.8,3.0,4.9,1.0,0,1,0,0
217,Wesley Afolayan,79,225,Forward,28,0,5.9,0.6,1.6,0.35600000000000004,0.6,1.5,0.381,0.0,0.1,0.35600000000000004,0.2,0.6,0.353,0.1,0.1,0.1,1.4,0.5,0.9,1.4,0.5,0,0,1,0
220,Aguir Agau,79,190,Guard,32,0,9.9,1.2,2.8,0.429,0.9,1.8,0.483,0.3,1.0,0.429,0.5,0.8,0.6,0.4,0.4,0.2,3.3,0.7,1.4,2.1,0.6,0,0,0,1
221,Akoy Agau,80,240,Forward,100,17,11.3,1.0,2.1,0.493,0.9,1.7,0.534,0.1,0.3,0.493,1.2,1.6,0.741,0.5,0.2,0.5,3.3,0.9,2.0,2.9,1.0,0,0,1,0
223,Ochai Agbaji,77,210,Guard,22,16,25.9,3.2,7.1,0.449,2.1,3.7,0.58,1.0,3.4,0.449,1.1,1.6,0.6940000000000001,0.9,0.5,0.5,8.5,1.0,3.6,4.6,1.4,0,0,0,1
224,Reggie Agbeko,79,240,Forward,114,56,18.9,2.2,3.9,0.555,2.2,3.9,0.5539999999999999,0.0,0.0,0.555,1.2,2.1,0.573,0.3,0.3,0.3,5.6,1.5,3.4,4.9,1.4,0,0,1,0
225,Danny Agbelese,80,215,Forward,66,58,22.8,2.0,3.7,0.5479999999999999,2.0,3.7,0.5479999999999999,0.0,0.0,0.5479999999999999,0.9,2.2,0.417,0.4,0.3,2.8,4.9,2.1,3.8,5.9,0.6,0,0,1,0
226,Tunde Agboola,76,197,Guard,26,0,3.0,0.2,0.6,0.4,0.2,0.5,0.385,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.5,0.1,0.3,0.4,0.1,0,0,0,1
228,Tajuan Agee,81,215,Forward,33,28,27.5,4.6,10.0,0.458,3.5,7.0,0.5,1.1,3.0,0.458,3.0,4.1,0.728,1.2,1.0,0.7,13.2,1.8,6.2,8.0,2.4,0,0,1,0
230,Maurice Ager,77,202,Guard,124,73,25.6,4.2,9.6,0.441,2.6,5.3,0.4920000000000001,1.6,4.3,0.441,2.5,3.2,0.775,1.5,0.5,0.3,12.5,0.8,2.6,3.4,1.7,1,0,0,1
231,Obij Aget,85,220,Center,122,94,18.6,2.1,3.6,0.598,2.1,3.6,0.598,0.0,0.0,0.598,1.0,1.5,0.669,0.3,0.3,1.1,5.3,1.5,2.7,4.2,0.9,0,1,0,0
232,Noruwa Agho,75,220,Guard,86,70,32.2,4.8,11.9,0.403,3.2,8.0,0.405,1.6,3.9,0.403,2.9,4.1,0.6940000000000001,2.6,1.2,0.3,14.0,0.9,3.2,4.1,2.4,0,0,0,1
233,Patrick Agho,80,205,Forward,40,0,5.6,0.6,1.2,0.468,0.6,1.2,0.468,0.0,0.0,0.468,0.3,0.8,0.375,0.1,0.1,0.2,1.4,0.4,0.8,1.2,0.5,0,0,1,0
234,Aaron Agnew,82,365,Center,9,0,1.7,0.1,0.3,0.333,0.1,0.3,0.333,0.0,0.0,0.333,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.3,0.2,0,1,0,0
235,Christian Agnew,74,175,Guard,29,18,26.4,4.0,10.1,0.391,3.1,6.8,0.452,0.9,3.3,0.391,2.4,3.7,0.664,1.1,1.1,0.1,11.3,0.7,2.3,3.1,2.2,0,0,0,1
236,Gabe Agorioge,76,233,Forward,13,0,1.4,0.1,0.2,0.5,0.0,0.1,0.0,0.1,0.1,0.5,0.2,0.3,0.75,0.1,0.0,0.0,0.5,0.1,0.0,0.1,0.1,0,0,1,0
237,Pietro Agostini,81,225,Forward,13,0,3.9,0.3,1.0,0.308,0.2,0.7,0.333,0.1,0.3,0.308,0.3,0.5,0.667,0.0,0.3,0.0,1.0,0.2,0.5,0.6,0.1,0,0,1,0
238,Jashaun Agosto,72,165,Guard,96,94,34.8,3.9,9.7,0.398,2.8,6.2,0.445,1.1,3.5,0.398,2.5,3.4,0.722,4.1,0.7,0.1,11.3,0.4,2.7,3.1,2.5,0,0,0,1
239,Denis Agre,80,250,Center,40,9,9.6,0.7,1.5,0.483,0.7,1.5,0.483,0.0,0.0,0.483,0.2,0.4,0.529,0.2,0.2,0.3,1.6,1.0,1.1,2.1,0.4,0,1,0,0
240,Antoine Agudio,75,190,Guard,122,122,37.4,6.4,14.5,0.442,3.5,7.5,0.461,2.9,6.9,0.442,2.9,4.1,0.7170000000000001,2.6,1.0,0.1,18.7,0.8,2.7,3.5,2.7,0,0,0,1
241,Diego Aguiar,79,235,Center,81,32,17.4,2.9,5.7,0.517,2.9,5.6,0.524,0.0,0.1,0.517,1.3,2.8,0.449,0.6,0.7,0.4,7.1,2.1,1.7,3.8,1.5,0,1,0,0
242,Japeth Aguilar,81,225,Center,16,1,6.9,0.7,1.3,0.524,0.7,1.2,0.579,0.0,0.1,0.524,0.4,0.6,0.7,0.2,0.3,0.6,1.8,0.4,0.8,1.3,0.6,0,1,0,0
243,Ronnie Aguilar,84,250,Center,37,8,12.4,1.1,2.4,0.433,1.1,2.4,0.433,0.0,0.0,0.433,0.7,1.1,0.61,0.1,0.2,0.8,2.8,1.2,3.2,4.4,1.0,0,1,0,0
244,Gabriel Aguirre,82,250,Forward,52,13,16.3,1.7,3.2,0.536,1.7,3.2,0.539,0.0,0.0,0.536,1.5,2.5,0.597,0.5,0.2,0.1,4.9,0.9,1.8,2.8,0.9,0,0,1,0
245,Moses Aguko,80,210,Forward,57,47,21.6,2.1,4.4,0.484,2.1,4.4,0.484,0.0,0.0,0.484,2.3,3.4,0.662,0.3,0.6,0.3,6.5,1.7,3.2,4.9,1.5,0,0,1,0
246,Franklin Agunanne,81,245,Forward,33,0,6.8,0.8,1.5,0.521,0.8,1.5,0.521,0.0,0.0,0.521,0.4,0.6,0.632,0.1,0.2,0.5,1.9,0.2,1.6,1.8,0.8,0,0,1,0
247,Devon Agusi,72,170,Guard,30,26,27.7,3.6,8.3,0.435,2.9,6.1,0.475,0.7,2.2,0.435,4.3,5.8,0.737,2.3,1.1,0.0,12.2,1.0,2.1,3.1,3.0,0,0,0,1
248,Chris Agwumaro,78,200,Forward,52,18,15.6,2.2,4.7,0.467,1.6,3.2,0.515,0.6,1.6,0.467,2.1,3.1,0.6809999999999999,0.7,0.4,0.0,7.1,0.9,1.6,2.6,1.7,0,0,1,0
249,Jefkins Agyeman-Budu,77,175,Guard,29,1,9.1,0.4,1.8,0.245,0.2,1.3,0.184,0.2,0.5,0.245,0.2,0.4,0.385,0.2,0.4,0.1,1.3,0.4,0.5,0.9,1.1,0,0,0,1
250,Jamie Ahale,77,200,Guard,32,1,15.4,1.2,3.1,0.374,0.1,0.2,0.4,1.1,2.9,0.374,0.0,0.1,0.25,0.5,0.3,0.1,3.4,0.4,1.2,1.6,0.3,0,0,0,1
251,Maverick Ahanmisi,74,190,Guard,127,11,11.1,0.8,2.2,0.385,0.5,1.1,0.423,0.4,1.1,0.385,0.8,1.0,0.727,1.1,0.4,0.0,2.8,0.2,0.8,1.0,0.9,0,0,0,1
252,Blake Ahearn,74,190,Guard,129,84,26.5,3.7,8.9,0.423,1.6,3.6,0.444,2.1,5.2,0.423,3.4,3.6,0.946,1.8,0.7,0.0,13.0,0.3,1.5,1.7,1.7,1,0,0,1
253,Bobby Ahearn,78,225,Forward,121,62,18.9,2.3,4.6,0.504,2.1,3.9,0.531,0.3,0.7,0.504,1.0,1.5,0.696,0.5,0.3,0.2,6.0,1.4,2.4,3.8,1.2,0,0,1,0
254,Kwadzo Ahelegbe,74,213,Guard,133,107,26.8,3.1,7.8,0.403,2.4,5.5,0.428,0.8,2.3,0.403,3.0,3.9,0.763,2.6,0.5,0.1,10.0,0.3,2.2,2.6,2.2,0,0,0,1
255,David Ahern,72,180,Guard,10,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.2,0.333,0.2,0.3,0.667,0.3,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0,0,0,1
258,Hampus Ahlin,78,215,Forward,10,1,7.1,0.5,1.9,0.263,0.2,0.7,0.28600000000000003,0.3,1.2,0.263,0.2,0.2,1.0,0.1,0.2,0.0,1.5,0.1,0.7,0.8,0.7,0,0,1,0
259,Esa Ahmad,80,225,Forward,112,104,23.6,3.2,6.8,0.464,2.8,5.6,0.502,0.4,1.3,0.464,2.5,3.8,0.664,1.7,0.9,0.6,9.3,1.7,2.6,4.3,2.0,0,0,1,0
260,Khalil Ahmad,75,209,Guard,117,91,29.6,5.2,12.2,0.424,3.6,7.5,0.49,1.5,4.7,0.424,3.3,4.1,0.7959999999999999,1.5,1.2,0.2,15.1,0.7,3.4,4.0,2.1,0,0,0,1
261,Mike Ahmad,81,240,Center,60,19,15.0,2.1,3.6,0.579,2.1,3.6,0.579,0.0,0.0,0.579,0.9,1.7,0.56,0.3,0.2,0.5,5.1,1.3,2.0,3.2,1.1,0,1,0,0
263,Abdul Ahmed,82,240,Center,58,16,13.6,1.2,3.5,0.35100000000000003,0.7,1.9,0.384,0.5,1.6,0.35100000000000003,0.5,0.7,0.69,0.5,0.2,0.2,3.5,0.8,1.5,2.3,0.8,0,1,0,0
265,Aly Ahmed,81,250,Center,88,81,27.4,4.6,9.7,0.48,4.6,9.6,0.482,0.0,0.1,0.48,2.9,4.1,0.698,1.1,0.5,0.9,12.2,2.1,4.6,6.7,2.2,0,1,0,0
266,Bashir Ahmed,79,210,Guard,66,66,28.4,4.1,10.3,0.401,2.7,6.1,0.436,1.5,4.2,0.401,2.6,4.0,0.652,1.1,0.8,0.5,12.3,1.7,3.4,5.1,1.9,0,0,0,1
267,Mo Ahmed,86,235,Center,18,0,7.5,0.7,1.6,0.464,0.7,1.6,0.464,0.0,0.0,0.464,0.4,0.8,0.5,0.0,0.2,0.3,1.8,0.4,1.1,1.5,0.4,0,1,0,0
268,Muhammed Ahmed,79,215,Forward,28,1,10.3,1.4,4.0,0.35700000000000004,1.3,3.2,0.411,0.1,0.8,0.35700000000000004,0.8,1.6,0.5,0.1,0.3,0.4,3.8,1.1,1.4,2.5,0.6,0,0,1,0
269,Emir Ahmedic,80,240,Forward,42,0,8.0,1.0,1.8,0.5329999999999999,1.0,1.8,0.5329999999999999,0.0,0.0,0.5329999999999999,0.5,0.9,0.622,0.2,0.1,0.1,2.5,0.6,1.3,2.0,0.7,0,0,1,0
