,height,weight,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
2906,79,195,26,1,11.3,1.4,3.7,0.375,1.4,3.7,0.375,0.0,0.0,0.375,0.7,1.2,0.5479999999999999,0.1,0.2,0.3,3.4,1.0,1.8,2.7,0.5,0,0,1,0
22248,72,185,9,0,1.2,0.1,0.7,0.16699999999999998,0.1,0.2,0.5,0.0,0.4,0.16699999999999998,0.1,0.1,1.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0,0,0,1
2987,76,192,24,0,3.8,0.5,1.5,0.297,0.3,0.4,0.667,0.2,1.2,0.297,0.3,0.4,0.8,0.0,0.0,0.0,1.5,0.1,0.1,0.2,0.2,0,0,0,1
18934,79,225,78,2,7.8,0.7,1.5,0.483,0.7,1.5,0.491,0.0,0.1,0.483,0.4,0.6,0.705,0.3,0.1,0.1,1.9,0.5,0.9,1.5,0.5,0,0,1,0
1389,81,240,89,1,7.2,0.8,1.7,0.456,0.8,1.6,0.476,0.0,0.1,0.456,0.4,0.6,0.706,0.0,0.2,0.2,1.9,0.5,1.2,1.8,0.4,0,0,1,0
18972,72,175,20,0,2.0,0.2,0.7,0.28600000000000003,0.1,0.1,1.0,0.1,0.6,0.28600000000000003,0.1,0.1,0.5,0.1,0.1,0.0,0.6,0.1,0.1,0.1,0.1,0,0,0,1
21329,81,245,17,0,2.9,0.1,0.4,0.28600000000000003,0.1,0.4,0.28600000000000003,0.0,0.0,0.28600000000000003,0.2,0.4,0.429,0.1,0.1,0.1,0.4,0.3,0.4,0.6,0.3,0,0,1,0
10325,73,160,35,25,28.5,3.9,9.9,0.399,1.0,2.4,0.417,2.9,7.5,0.399,1.6,2.1,0.792,1.9,1.4,0.1,12.5,0.4,2.4,2.7,2.0,0,0,0,1
15912,77,180,122,63,24.8,3.5,8.3,0.425,2.9,6.3,0.461,0.6,2.0,0.425,2.2,2.9,0.778,1.9,0.9,0.5,9.9,0.7,2.7,3.4,1.8,0,0,0,1
28181,79,230,131,118,31.6,4.8,7.8,0.616,4.8,7.8,0.617,0.0,0.0,0.616,2.3,3.9,0.598,1.5,0.7,0.6,11.9,2.2,5.4,7.6,1.2,0,0,1,0
99,76,196,31,1,12.7,0.8,2.7,0.301,0.4,1.0,0.406,0.4,1.6,0.301,0.6,0.8,0.792,0.7,0.2,0.0,2.6,0.4,0.9,1.2,0.4,0,0,0,1
3022,76,215,95,18,20.1,2.3,5.5,0.408,1.5,3.2,0.488,0.7,2.4,0.408,1.1,1.5,0.72,0.9,0.6,0.1,6.3,1.0,2.0,3.0,1.0,0,0,0,1
25341,75,195,17,2,6.4,0.2,0.6,0.3,0.2,0.6,0.3,0.0,0.0,0.3,0.2,0.4,0.5,0.1,0.1,0.2,0.5,0.2,0.4,0.6,0.1,0,0,0,1
21487,78,220,26,1,8.2,0.7,1.5,0.475,0.7,1.3,0.514,0.0,0.2,0.475,0.5,0.8,0.667,0.4,0.1,0.2,2.0,0.2,0.8,1.0,0.9,0,0,1,0
28524,83,240,58,19,10.9,1.1,2.7,0.416,0.8,1.9,0.454,0.3,0.8,0.416,0.8,1.1,0.754,0.3,0.5,0.4,3.3,0.7,1.3,2.0,0.7,0,1,0,0
12271,77,205,20,0,1.1,0.3,0.5,0.5,0.3,0.5,0.5,0.0,0.0,0.5,0.1,0.2,0.333,0.0,0.0,0.1,0.6,0.1,0.2,0.7,0.1,0,0,1,0
8373,75,200,59,59,32.0,4.2,10.6,0.395,2.6,6.2,0.41,1.6,4.4,0.395,1.3,1.8,0.74,2.4,0.7,0.2,11.3,1.0,2.3,3.2,2.5,0,0,0,1
22038,76,185,27,14,23.1,3.3,8.5,0.391,1.9,4.4,0.433,1.4,4.1,0.391,0.7,1.1,0.69,1.3,0.6,0.1,8.8,0.5,2.6,3.1,1.2,0,0,0,1
30167,79,220,86,52,18.5,1.8,4.1,0.451,1.8,4.0,0.458,0.0,0.1,0.451,1.0,1.5,0.631,0.5,0.3,0.6,4.6,1.4,2.0,3.3,0.9,0,0,1,0
26289,76,200,69,34,15.4,1.4,4.0,0.341,0.6,1.6,0.345,0.8,2.4,0.341,0.6,0.8,0.679,0.8,0.3,0.0,4.1,0.2,0.7,0.9,1.1,0,0,0,1
22159,77,200,49,0,6.7,0.7,1.8,0.391,0.2,0.4,0.632,0.4,1.4,0.391,0.1,0.2,0.556,0.2,0.2,0.0,1.9,0.1,0.4,0.5,0.2,0,0,0,1
10293,78,230,10,6,25.2,1.7,4.6,0.37,1.7,4.6,0.37,0.0,0.0,0.37,3.4,4.1,0.8290000000000001,0.2,0.6,0.2,6.8,1.5,4.5,6.0,1.5,0,0,1,0
11317,80,255,76,22,17.3,2.0,4.6,0.425,2.0,4.5,0.436,0.0,0.1,0.425,1.5,2.3,0.669,0.9,0.6,0.2,5.5,1.7,2.8,4.6,1.3,0,0,1,0
6634,80,225,122,96,25.4,4.8,10.1,0.474,3.6,6.9,0.527,1.2,3.2,0.474,3.0,4.3,0.7020000000000001,1.1,0.8,0.6,13.8,1.8,3.6,5.4,1.9,0,0,1,0
30532,80,220,62,59,25.0,4.0,7.9,0.505,4.0,7.8,0.507,0.0,0.1,0.505,2.2,3.3,0.6709999999999999,1.2,0.6,1.4,10.2,2.3,3.1,5.4,2.4,0,0,1,0
16679,77,255,47,30,25.4,4.4,8.2,0.537,4.4,8.2,0.537,0.0,0.0,0.537,1.9,3.5,0.536,1.2,0.8,0.2,10.7,2.4,3.5,6.0,3.3,0,0,1,0
2374,79,245,104,8,11.9,1.8,3.7,0.488,1.4,2.7,0.528,0.4,1.0,0.488,0.6,0.9,0.652,0.4,0.4,0.3,4.6,1.2,1.8,3.0,0.6,0,0,1,0
12173,75,175,20,0,3.8,0.2,1.0,0.211,0.2,0.7,0.214,0.1,0.3,0.211,0.2,0.2,0.75,0.2,0.0,0.0,0.6,0.4,0.8,1.2,0.3,0,0,0,1
1172,75,180,12,0,8.4,0.4,1.3,0.313,0.4,1.0,0.417,0.0,0.3,0.313,0.8,1.2,0.643,1.1,0.5,0.1,1.6,0.3,0.8,1.1,1.1,0,0,0,1
1373,80,200,68,44,21.0,2.8,6.6,0.4270000000000001,1.8,3.6,0.498,1.0,3.0,0.4270000000000001,1.1,1.6,0.706,0.5,0.5,0.2,7.8,1.6,2.3,3.9,1.7,0,0,1,0
4481,74,190,30,30,32.1,3.2,8.1,0.398,2.6,6.1,0.424,0.6,2.0,0.398,1.7,2.1,0.823,2.5,0.9,0.1,8.8,0.4,3.0,3.4,2.0,0,0,0,1
4012,78,208,54,19,18.9,1.7,3.9,0.434,1.3,2.7,0.48,0.4,1.2,0.434,1.2,1.6,0.75,0.6,0.5,0.2,5.0,0.8,1.4,2.2,0.9,0,0,1,0
9423,76,195,51,18,15.1,1.5,4.1,0.365,0.6,1.3,0.448,0.9,2.8,0.365,0.6,0.8,0.698,0.9,0.4,0.0,4.5,0.3,1.2,1.5,1.3,0,0,0,1
1164,78,200,96,9,11.4,1.4,3.3,0.411,0.5,1.1,0.481,0.8,2.2,0.411,0.3,0.4,0.615,0.4,0.3,0.1,3.8,0.4,0.7,1.1,0.6,0,0,1,0
24088,81,240,23,1,10.5,0.3,0.9,0.333,0.3,0.9,0.35,0.0,0.0,0.333,0.4,1.0,0.435,0.2,0.2,0.0,1.0,0.9,0.4,1.3,0.6,0,1,0,0
9096,81,230,113,50,17.3,2.4,4.6,0.508,2.4,4.6,0.508,0.0,0.0,0.508,1.0,1.7,0.5760000000000001,0.8,0.5,0.6,5.7,1.0,2.4,3.4,1.7,0,1,0,0
446,83,245,104,30,12.7,0.8,1.7,0.448,0.8,1.7,0.451,0.0,0.0,0.448,0.2,0.3,0.6,0.2,0.3,0.8,1.7,0.7,1.5,2.3,0.6,0,1,0,0
5345,78,195,100,68,27.4,4.9,9.4,0.521,4.6,8.3,0.5589999999999999,0.3,1.1,0.521,4.0,5.5,0.727,1.3,1.0,0.6,14.1,2.2,3.8,5.9,3.2,0,0,0,1
14105,73,185,133,131,35.7,5.7,13.1,0.4370000000000001,4.0,8.9,0.445,1.7,4.2,0.4370000000000001,3.5,4.4,0.7979999999999999,2.7,1.5,0.1,16.7,0.7,2.6,3.3,1.6,0,0,0,1
3793,73,180,6,0,6.2,0.3,0.5,0.667,0.3,0.5,0.667,0.0,0.0,0.667,0.2,0.2,1.0,0.8,0.2,0.0,0.8,0.0,1.0,1.0,0.2,0,0,0,1
14124,76,220,77,36,19.2,2.2,5.4,0.414,1.3,2.7,0.479,0.9,2.6,0.414,1.1,1.6,0.6890000000000001,0.7,0.4,0.1,6.4,0.6,2.2,2.8,1.2,0,0,0,1
24106,78,230,12,0,3.8,0.3,1.0,0.333,0.3,0.9,0.364,0.0,0.1,0.333,0.4,0.6,0.7140000000000001,0.0,0.0,0.4,1.1,0.4,0.7,1.1,0.3,0,0,1,0
17723,76,185,106,89,26.9,4.1,9.6,0.425,2.9,6.0,0.487,1.2,3.6,0.425,2.3,3.3,0.698,1.0,0.8,0.3,11.6,1.3,2.1,3.3,1.8,0,0,0,1
9919,71,194,130,33,17.5,1.9,4.6,0.399,0.7,1.7,0.435,1.1,2.9,0.399,0.9,1.3,0.736,1.0,0.4,0.0,5.7,0.2,0.9,1.2,0.9,0,0,0,1
16394,84,205,19,0,5.8,0.3,0.9,0.278,0.3,0.9,0.278,0.0,0.0,0.278,0.1,0.3,0.4,0.1,0.2,0.3,0.6,0.3,0.6,0.9,0.5,0,1,0,0
4202,84,240,68,52,21.5,3.0,6.0,0.504,3.0,6.0,0.504,0.0,0.0,0.504,1.3,2.1,0.632,0.4,0.4,1.3,7.3,1.9,2.8,4.7,1.4,0,1,0,0
12825,78,200,122,117,32.3,5.3,11.0,0.487,4.9,9.5,0.514,0.5,1.5,0.487,4.9,6.0,0.813,1.1,1.3,0.3,16.1,2.3,4.2,6.5,1.9,0,0,0,1
21047,78,210,54,22,17.4,2.3,4.5,0.512,2.2,4.0,0.546,0.1,0.4,0.512,1.1,2.3,0.467,1.3,0.8,0.1,5.7,2.1,3.0,5.0,1.4,0,0,0,1
6588,75,190,48,14,12.3,1.8,4.5,0.396,1.5,3.4,0.4320000000000001,0.3,1.1,0.396,0.7,1.1,0.654,0.7,1.0,0.5,4.6,0.6,1.8,2.4,1.4,0,0,0,1
2108,74,175,15,0,7.1,0.9,1.9,0.483,0.4,1.0,0.4,0.5,0.9,0.483,0.4,0.5,0.857,0.6,0.4,0.1,2.8,0.3,0.3,0.7,0.9,0,0,0,1
6515,74,185,72,22,13.7,1.0,2.6,0.382,0.8,2.0,0.393,0.2,0.6,0.382,0.6,0.9,0.642,1.4,0.6,0.2,2.8,0.3,1.3,1.5,1.6,0,0,0,1
12270,77,215,82,27,17.0,1.4,3.3,0.4270000000000001,1.3,3.0,0.447,0.1,0.3,0.4270000000000001,1.2,1.6,0.7090000000000001,0.7,0.5,0.1,4.1,1.2,1.4,2.7,0.8,0,0,1,0
26008,72,190,116,66,23.0,2.2,5.0,0.443,1.7,3.3,0.525,0.5,1.8,0.443,0.9,1.5,0.598,3.7,1.1,0.1,5.9,0.3,2.6,2.9,1.3,0,0,0,1
12518,73,195,39,2,6.1,0.2,0.7,0.28600000000000003,0.0,0.2,0.16699999999999998,0.2,0.6,0.28600000000000003,0.2,0.3,0.636,0.6,0.2,0.0,0.8,0.1,0.6,0.7,0.4,0,0,0,1
15669,72,190,58,55,31.4,3.4,8.7,0.394,1.3,2.8,0.445,2.2,5.9,0.394,1.2,1.5,0.812,3.9,0.7,0.1,10.2,0.4,2.1,2.5,2.1,0,0,0,1
27711,73,180,13,0,2.7,0.1,0.3,0.25,0.1,0.3,0.25,0.0,0.0,0.25,0.0,0.6,0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.2,0.2,0,0,0,1
15179,76,193,80,47,22.9,2.8,7.3,0.376,1.1,2.6,0.421,1.7,4.7,0.376,1.0,1.5,0.6859999999999999,2.2,1.1,0.1,8.2,0.4,2.1,2.6,1.7,0,0,0,1
22578,81,255,107,69,18.1,1.3,3.4,0.37,1.3,3.4,0.37,0.0,0.0,0.37,0.9,1.6,0.535,0.4,0.4,0.2,3.4,0.9,1.7,2.7,1.4,0,1,0,0
13161,75,186,42,8,24.0,2.3,5.8,0.388,0.9,2.4,0.394,1.3,3.5,0.388,0.8,1.1,0.688,1.2,0.6,0.2,6.6,0.6,2.0,2.5,1.4,0,0,0,1
423,78,230,54,3,10.9,1.1,2.3,0.508,1.1,2.2,0.517,0.0,0.1,0.508,0.7,0.9,0.706,0.1,0.3,0.3,3.0,1.0,1.4,2.4,0.4,0,0,1,0
10610,82,215,118,35,14.9,1.4,2.7,0.523,1.2,2.1,0.568,0.2,0.6,0.523,0.6,1.1,0.5710000000000001,0.7,0.5,0.7,3.7,0.9,1.8,2.7,0.7,0,0,1,0
14033,76,200,57,54,27.7,3.3,6.4,0.517,3.3,6.2,0.53,0.0,0.2,0.517,2.5,3.9,0.632,2.0,1.1,0.2,9.0,1.8,3.7,5.5,2.1,0,0,0,1
16817,81,235,101,100,33.1,6.4,14.1,0.455,5.5,11.3,0.485,0.9,2.8,0.455,4.4,5.9,0.757,2.5,1.2,1.6,18.2,3.0,6.8,9.9,2.6,0,0,1,0
4783,73,172,107,58,19.9,1.3,3.6,0.36,1.2,3.0,0.386,0.1,0.6,0.36,0.6,0.9,0.639,2.1,1.3,0.1,3.3,0.4,1.5,1.9,2.6,0,0,0,1
9762,80,235,63,58,14.8,1.8,2.9,0.625,1.8,2.9,0.632,0.0,0.0,0.625,0.5,1.0,0.5479999999999999,0.2,0.4,1.0,4.2,1.4,2.3,3.7,0.6,0,0,1,0
8908,75,185,35,0,6.9,0.2,0.5,0.421,0.1,0.5,0.313,0.1,0.1,0.421,0.3,0.5,0.688,0.6,0.2,0.0,0.9,0.1,0.4,0.5,0.5,0,0,0,1
29117,78,180,33,0,10.7,1.6,3.6,0.4370000000000001,0.8,1.7,0.456,0.8,1.9,0.4370000000000001,0.6,0.8,0.679,0.6,0.5,0.3,4.5,0.4,1.2,1.5,0.4,0,0,0,1
26012,73,185,56,47,28.3,3.2,7.8,0.415,2.7,6.4,0.421,0.5,1.3,0.415,2.5,3.4,0.755,4.6,1.3,0.0,9.5,1.1,2.2,3.3,2.9,0,0,0,1
28174,76,190,89,53,21.6,1.8,5.1,0.343,0.8,2.2,0.35200000000000004,1.0,3.0,0.343,1.6,2.1,0.759,1.6,0.5,0.1,6.1,0.4,1.4,1.8,1.5,0,0,0,1
19231,80,230,114,43,19.6,1.7,4.0,0.4270000000000001,1.7,3.7,0.45,0.0,0.3,0.4270000000000001,1.1,2.2,0.522,0.6,0.4,0.2,4.6,1.4,3.6,5.0,1.1,0,0,1,0
8131,77,200,27,0,6.8,0.7,1.9,0.38,0.3,0.7,0.35,0.4,1.1,0.38,0.1,0.1,1.0,0.3,0.2,0.0,2.0,0.2,0.3,0.5,0.4,0,0,0,1
3746,80,190,61,53,28.2,3.3,8.6,0.387,1.8,3.6,0.493,1.6,5.0,0.387,1.0,1.3,0.728,1.7,0.7,0.9,9.2,1.3,3.6,4.9,1.6,0,0,1,0
26721,81,235,32,31,23.7,4.7,8.3,0.564,4.7,8.2,0.5710000000000001,0.0,0.2,0.564,2.8,4.0,0.7090000000000001,0.4,0.5,0.8,12.2,2.4,4.2,6.6,1.9,0,0,1,0
16610,79,245,5,0,17.0,1.6,4.2,0.381,1.6,4.2,0.381,0.0,0.0,0.381,2.2,4.2,0.524,0.4,0.6,0.0,5.4,1.4,2.4,3.8,1.8,0,0,1,0
3960,73,180,64,48,25.2,2.6,6.8,0.385,2.0,4.8,0.417,0.6,2.0,0.385,2.2,3.3,0.6709999999999999,1.8,1.0,0.1,8.0,0.7,2.1,2.8,1.9,0,0,0,1
14284,74,190,105,65,24.0,3.0,8.1,0.375,1.8,4.7,0.392,1.2,3.4,0.375,3.7,4.6,0.82,2.2,1.2,0.2,11.0,1.0,3.2,4.3,2.7,0,0,0,1
27215,69,167,83,6,6.1,0.5,1.3,0.345,0.2,0.5,0.35,0.3,0.8,0.345,0.2,0.3,0.833,0.5,0.3,0.0,1.4,0.1,0.5,0.6,0.5,0,0,0,1
27444,77,215,111,97,30.4,3.7,8.7,0.428,2.4,5.0,0.491,1.3,3.7,0.428,3.6,4.5,0.784,1.5,0.6,0.1,12.3,0.9,3.5,4.4,1.8,0,0,1,0
5941,78,218,131,102,26.8,3.1,7.5,0.406,2.0,4.2,0.483,1.1,3.4,0.406,1.4,1.9,0.743,1.2,0.6,0.2,8.6,1.3,2.5,3.9,1.4,0,0,0,1
18338,82,227,67,33,15.2,2.2,3.6,0.622,2.2,3.5,0.623,0.0,0.0,0.622,1.0,2.1,0.475,0.7,0.3,1.4,5.4,1.6,3.1,4.6,1.4,0,0,1,0
5028,82,270,29,0,5.4,0.3,0.6,0.625,0.3,0.6,0.625,0.0,0.0,0.625,0.3,0.6,0.563,0.0,0.2,0.2,1.0,0.5,0.4,0.9,0.4,0,1,0,0
8664,78,230,134,123,27.0,4.1,8.1,0.502,3.9,7.6,0.515,0.1,0.5,0.502,2.9,4.1,0.718,0.9,1.0,0.6,11.2,2.2,4.8,7.0,1.7,0,0,1,0
15517,79,240,63,38,15.1,1.5,3.2,0.468,1.5,3.2,0.468,0.0,0.0,0.468,0.9,1.9,0.479,0.5,0.4,0.6,3.9,1.3,1.5,2.8,1.0,0,0,1,0
18194,77,200,62,59,31.7,4.3,9.8,0.442,3.2,6.2,0.509,1.2,3.6,0.442,4.5,5.5,0.816,2.0,1.6,0.7,14.4,2.2,4.7,7.0,2.9,0,0,0,1
28492,72,175,118,32,19.4,2.1,6.1,0.353,1.2,2.4,0.511,0.9,3.7,0.353,1.0,1.4,0.7170000000000001,1.1,1.0,0.1,6.2,0.6,1.6,2.2,1.2,0,0,0,1
11975,77,195,24,0,4.4,0.8,1.7,0.5,0.7,1.2,0.586,0.1,0.5,0.5,0.2,0.4,0.4,0.3,0.1,0.0,2.0,0.3,0.6,1.0,0.3,0,0,0,1
3885,75,210,24,0,9.0,0.8,2.0,0.383,0.7,1.5,0.459,0.0,0.4,0.383,0.4,0.7,0.563,0.2,0.2,0.0,1.9,0.5,0.8,1.3,0.5,0,0,0,1
13389,75,185,123,122,36.4,3.7,9.5,0.391,1.6,3.7,0.428,2.1,5.8,0.391,2.6,3.3,0.792,5.0,1.3,0.1,12.2,0.7,3.9,4.6,2.6,0,0,0,1
11624,77,170,38,29,29.7,3.8,9.5,0.398,2.3,5.3,0.431,1.5,4.2,0.398,1.8,2.2,0.8,4.4,1.5,0.7,10.9,0.4,4.2,4.6,3.1,0,0,0,1
6908,71,180,117,94,26.3,2.1,5.4,0.377,0.9,2.0,0.4370000000000001,1.2,3.4,0.377,2.7,3.2,0.8240000000000001,3.8,1.0,0.1,7.9,0.4,2.4,2.9,1.9,0,0,0,1
1133,78,240,113,41,21.9,3.9,7.4,0.524,3.9,7.4,0.526,0.0,0.0,0.524,3.0,4.2,0.718,0.5,0.9,0.6,10.8,2.5,3.0,5.5,1.7,0,0,1,0
14371,84,220,80,3,4.5,0.3,0.7,0.39,0.3,0.7,0.39,0.0,0.0,0.39,0.3,0.7,0.466,0.2,0.1,0.2,0.9,0.3,0.7,1.0,0.2,0,1,0,0
27299,80,245,121,95,28.9,5.6,9.2,0.614,5.6,9.0,0.62,0.0,0.1,0.614,2.0,3.6,0.574,1.1,0.6,0.7,13.4,1.9,4.0,6.0,1.4,0,0,1,0
22204,73,175,18,2,9.8,0.4,1.8,0.212,0.2,1.3,0.16699999999999998,0.2,0.5,0.212,0.3,0.3,0.833,1.1,0.3,0.0,1.2,0.2,0.4,0.6,0.6,0,0,0,1
7907,84,240,119,67,21.6,3.4,6.3,0.534,3.4,6.2,0.5429999999999999,0.0,0.1,0.534,1.6,2.7,0.593,0.9,0.3,0.7,8.4,2.4,3.6,6.0,1.5,0,1,0,0
250,77,200,32,1,15.4,1.2,3.1,0.374,0.1,0.2,0.4,1.1,2.9,0.374,0.0,0.1,0.25,0.5,0.3,0.1,3.4,0.4,1.2,1.6,0.3,0,0,0,1
6087,79,230,66,0,7.0,0.7,1.8,0.38,0.5,1.3,0.4,0.2,0.5,0.38,0.3,0.4,0.679,0.1,0.1,0.2,1.9,0.5,0.9,1.4,0.3,0,0,1,0
13134,74,190,135,92,22.5,1.9,4.5,0.424,1.5,3.2,0.469,0.4,1.3,0.424,1.0,1.7,0.601,1.6,0.7,0.1,5.2,1.0,1.8,2.8,1.4,0,0,0,1
25324,79,226,67,39,21.2,2.3,5.2,0.433,1.4,2.6,0.5379999999999999,0.9,2.7,0.433,1.0,1.4,0.769,0.8,0.2,0.1,6.4,0.6,2.3,2.8,0.8,0,0,0,1
28173,71,185,125,87,29.0,3.0,7.9,0.375,2.1,5.3,0.392,0.9,2.6,0.375,2.8,3.9,0.727,3.7,2.1,0.0,9.6,0.8,3.3,4.1,2.5,0,0,0,1
29098,78,219,21,14,20.3,2.1,4.7,0.444,1.1,2.6,0.444,1.0,2.1,0.444,0.8,1.5,0.531,1.2,0.9,0.2,6.0,1.1,2.6,3.7,1.2,0,0,1,0
20727,78,190,59,53,29.3,3.3,8.6,0.379,1.4,3.4,0.423,1.8,5.2,0.379,1.2,1.6,0.708,3.5,0.7,0.2,9.5,0.7,2.5,3.1,2.2,0,0,0,1
10223,91,370,51,2,15.6,4.2,5.8,0.716,4.2,5.8,0.716,0.0,0.0,0.716,1.0,1.7,0.57,0.9,0.1,2.7,9.3,1.2,4.3,5.4,1.3,0,1,0,0
9407,76,185,12,0,4.5,0.4,0.8,0.5,0.2,0.3,0.667,0.3,0.6,0.5,0.3,0.3,1.0,0.2,0.1,0.0,1.3,0.1,0.6,0.7,0.1,0,0,0,1
7809,79,217,62,53,31.0,4.8,10.6,0.45,4.1,8.8,0.463,0.7,1.8,0.45,2.1,3.0,0.71,1.7,1.3,0.7,12.3,1.2,4.8,6.0,2.4,0,0,1,0
27860,75,215,57,22,23.7,2.7,6.2,0.436,1.9,3.7,0.512,0.8,2.5,0.436,1.4,2.1,0.669,1.8,0.8,0.2,7.6,0.8,2.3,3.1,1.8,0,0,0,1
5583,81,217,42,10,13.2,1.3,2.9,0.447,1.1,1.9,0.556,0.2,1.0,0.447,0.7,1.2,0.596,0.5,0.4,0.4,3.6,0.7,1.9,2.5,0.9,0,0,1,0
1566,80,190,31,12,15.1,1.3,3.1,0.402,1.0,1.9,0.517,0.3,1.2,0.402,0.6,1.1,0.5589999999999999,2.1,0.5,0.5,3.4,0.5,2.5,3.0,1.7,0,0,0,1
20338,74,163,46,2,6.2,0.3,1.0,0.267,0.2,0.8,0.297,0.0,0.2,0.267,0.1,0.2,0.556,0.6,0.2,0.0,0.7,0.0,0.3,0.4,0.4,0,0,0,1
11157,74,194,111,83,27.9,3.4,8.1,0.421,1.7,3.6,0.47,1.7,4.5,0.421,2.5,3.1,0.8290000000000001,1.9,0.5,0.0,11.1,0.5,2.3,2.7,1.3,0,0,0,1
3054,76,195,63,63,34.8,4.0,10.7,0.375,1.7,4.1,0.405,2.4,6.6,0.375,2.6,3.5,0.758,1.1,0.9,0.2,13.1,0.5,2.7,3.2,1.5,0,0,0,1
17412,79,206,58,53,26.8,3.1,6.2,0.5,2.3,4.1,0.569,0.8,2.1,0.5,1.3,2.3,0.5760000000000001,2.2,0.9,0.6,8.3,1.5,4.0,5.4,2.3,0,0,1,0
28204,78,187,51,5,14.4,1.8,4.6,0.39,1.7,3.8,0.448,0.1,0.8,0.39,1.7,2.3,0.741,0.4,0.3,0.4,5.4,1.1,2.2,3.2,1.3,0,0,1,0
273,82,238,96,45,16.4,1.3,2.5,0.525,1.3,2.5,0.527,0.0,0.0,0.525,0.9,1.4,0.597,0.3,0.3,1.5,3.5,1.5,2.0,3.5,0.7,0,1,0,0
11728,73,145,24,0,9.3,0.9,3.6,0.256,0.3,1.0,0.333,0.6,2.6,0.256,0.3,0.3,0.857,1.2,0.7,0.0,2.7,0.1,0.7,0.8,1.2,0,0,0,1
26812,80,217,45,4,17.8,2.4,4.8,0.505,2.4,4.8,0.505,0.0,0.0,0.505,1.7,2.6,0.63,0.5,0.3,1.6,6.6,2.0,3.0,5.0,1.2,0,0,1,0
13564,77,220,135,93,25.5,3.1,7.6,0.406,2.3,5.0,0.464,0.8,2.7,0.406,1.9,2.5,0.768,1.3,0.6,0.1,8.9,0.8,1.7,2.5,1.5,0,0,0,1
18481,81,245,71,71,21.1,2.9,5.1,0.56,2.8,4.9,0.5770000000000001,0.1,0.3,0.56,1.1,1.5,0.733,0.3,0.5,0.9,6.9,1.5,2.6,4.1,1.4,0,0,1,0
9471,78,231,34,1,11.1,1.4,2.9,0.495,1.1,1.9,0.563,0.4,1.0,0.495,0.3,0.6,0.526,0.3,0.1,0.3,3.6,0.8,1.4,2.1,0.5,0,0,1,0
23620,81,230,44,7,8.6,0.9,1.9,0.482,0.8,1.7,0.486,0.1,0.2,0.482,0.5,0.7,0.69,0.3,0.0,0.0,2.4,0.4,1.3,1.7,0.6,0,0,1,0
26995,80,245,82,13,13.0,1.3,2.7,0.484,1.3,2.7,0.484,0.0,0.0,0.484,0.9,1.4,0.64,0.3,0.4,0.6,3.5,1.4,1.9,3.4,0.8,0,0,1,0
13244,78,200,103,58,20.2,1.6,4.3,0.375,0.6,1.5,0.428,1.0,2.8,0.375,0.6,0.9,0.674,1.4,0.8,0.3,4.8,0.4,2.4,2.8,1.3,0,0,1,0
16071,76,185,62,61,31.3,5.4,12.6,0.428,5.0,11.2,0.444,0.4,1.4,0.428,3.5,5.5,0.636,2.8,1.3,0.2,14.7,1.3,4.5,5.8,3.9,0,0,0,1
24189,77,201,40,2,3.1,0.1,0.5,0.238,0.1,0.2,0.28600000000000003,0.1,0.4,0.238,0.3,0.4,0.813,0.3,0.2,0.0,0.7,0.1,0.2,0.3,0.1,0,0,1,0
1444,80,220,29,17,16.1,2.0,3.5,0.584,2.0,3.5,0.584,0.0,0.0,0.584,0.9,1.6,0.556,0.3,0.4,1.2,4.9,2.2,2.6,4.8,1.0,0,0,1,0
1771,75,215,60,13,19.2,1.0,2.3,0.434,0.6,1.0,0.565,0.4,1.2,0.434,0.7,1.0,0.6609999999999999,3.5,1.1,0.0,3.0,1.1,2.8,3.9,1.6,0,0,0,1
7602,79,215,114,72,25.3,3.7,8.1,0.451,3.0,6.3,0.479,0.6,1.8,0.451,2.2,3.0,0.752,0.4,0.7,0.6,10.2,2.3,4.0,6.3,1.4,0,0,1,0
1045,76,190,71,53,28.4,3.5,8.2,0.426,1.6,3.5,0.452,1.9,4.7,0.426,1.3,1.9,0.705,2.2,1.1,0.5,10.2,1.3,2.3,3.6,1.5,0,0,0,1
3725,80,240,70,30,14.6,1.8,4.1,0.439,1.8,4.0,0.442,0.0,0.0,0.439,1.0,1.6,0.631,0.3,0.3,0.4,4.6,1.1,1.9,3.0,1.2,0,0,1,0
816,80,237,133,52,20.2,2.1,4.0,0.528,2.1,3.9,0.531,0.0,0.0,0.528,1.5,2.7,0.536,1.0,0.5,0.5,5.7,2.3,2.9,5.2,1.2,0,0,1,0
863,74,195,97,28,18.9,2.8,8.3,0.33,1.3,3.5,0.376,1.4,4.8,0.33,1.5,2.1,0.688,1.2,0.9,0.1,8.4,0.4,1.9,2.3,1.6,0,0,0,1
10747,80,195,11,0,9.5,0.6,1.6,0.389,0.6,1.6,0.389,0.0,0.0,0.389,0.0,0.1,0.0,0.4,0.6,0.7,1.3,1.0,1.2,2.2,0.8,0,0,1,0
