,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
20531,Parysh Munroe,6-7,240,Forward,31,0,4.4,0.4,0.7,.478,0.4,0.7,.478,0.0,0.0,.478,0.2,0.3,.556,0.1,0.0,0.1,0.9,0.4,0.6,0.9,0.2
20532,Sammy Munsey,6-1,181,Guard,11,0,2.3,0.2,0.5,.400,0.0,0.0,,0.2,0.5,.400,0.0,0.0,,0.3,0.1,0.0,0.5,0.0,0.2,0.2,0.0
20533,Nigel Munson,6-0,185,Guard,32,1,11.1,1.2,2.7,.437,0.7,1.5,.479,0.5,1.2,.437,0.2,0.2,.857,1.1,0.2,0.0,3.0,0.2,0.7,0.9,0.8
20534,Sean Munson,6-8,230,Forward,88,50,22.5,3.0,6.0,.492,3.0,5.9,.504,0.0,0.2,.492,3.2,4.4,.719,0.4,0.6,0.6,9.1,2.4,4.8,7.3,2.2
20535,Ray Munyagi,6-5,210,Forward,55,43,22.3,2.4,5.1,.470,2.4,5.1,.472,0.0,0.0,.470,1.9,3.8,.493,0.7,1.3,0.5,6.7,1.9,2.7,4.6,1.5
20536,Mathiang Muo,6-6,217,Forward,88,58,21.8,2.5,6.3,.395,0.9,2.4,.359,1.6,3.9,.395,1.1,1.4,.772,0.6,0.6,0.2,7.6,1.1,2.4,3.4,1.2
20537,Afam Muojeke,6-8,210,Guard,72,49,24.0,3.7,8.5,.431,2.4,4.7,.524,1.2,3.8,.431,3.0,3.9,.773,1.2,0.9,0.3,11.6,0.5,3.4,3.9,2.6
20538,Obi Muonelo,6-5,220,Guard,118,76,27.8,4.0,9.6,.415,1.9,4.2,.451,2.1,5.4,.415,1.7,2.6,.654,1.9,0.9,0.1,11.7,1.0,4.0,5.0,2.0
20539,Kevin Murawinski,6-7,240,Forward,25,0,3.8,0.5,1.1,.481,0.3,0.5,.615,0.2,0.6,.481,0.3,0.4,.778,0.2,0.1,0.0,1.5,0.3,0.5,0.8,0.3
20540,Ben Murdock,6-2,185,Guard,66,35,17.8,0.8,2.3,.340,0.3,0.9,.397,0.4,1.4,.340,0.8,1.1,.708,2.4,0.4,0.0,2.7,0.2,1.4,1.6,1.0
20541,Ray Murdock,6-3,193,Guard,71,47,20.0,2.1,4.9,.417,1.4,3.0,.455,0.7,2.0,.417,0.7,1.0,.750,1.4,0.7,0.4,5.5,0.8,1.5,2.2,1.6
20542,George Muresan,6-9,210,Forward,12,0,2.1,0.1,0.2,.500,0.1,0.1,1.000,0.0,0.1,.500,0.1,0.2,.500,0.0,0.1,0.0,0.3,0.0,0.1,0.1,0.0
20543,Jeff Muriel,6-1,185,Guard,18,2,7.4,0.5,2.0,.250,0.4,1.4,.308,0.1,0.6,.250,0.1,0.1,.500,0.9,0.4,0.1,1.1,0.1,0.8,0.9,1.1
20544,Mufaro Murinda,6-7,195,Forward,30,1,6.4,0.6,2.0,.322,0.4,0.7,.500,0.3,1.2,.322,0.4,0.7,.650,0.2,0.1,0.1,2.0,0.2,0.6,0.8,0.1
20545,Ade Murkey,6-5,200,Guard,87,57,20.3,2.8,6.2,.459,2.6,5.5,.479,0.2,0.7,.459,1.9,2.6,.731,1.9,0.7,0.3,7.8,1.1,2.1,3.2,1.6
20546,Alex Murphy,6-8,225,Forward,91,33,16.7,2.5,5.2,.481,1.8,3.1,.594,0.7,2.1,.481,1.0,1.8,.536,0.7,0.4,0.3,6.6,0.7,2.1,2.8,1.1
20547,Anthony Murphy,6-5,189,Guard,34,6,21.2,2.2,5.0,.444,1.6,2.7,.581,0.6,2.3,.444,1.8,2.3,.805,1.4,0.6,0.4,6.9,0.8,3.8,4.6,1.4
20548,Billy Murphy,6-10,227,Forward,46,1,1.5,0.2,0.6,.393,0.2,0.3,.583,0.1,0.3,.393,0.0,0.0,.000,0.1,0.0,0.0,0.6,0.1,0.1,0.2,0.0
20549,Brandon Murphy,6-7,290,Center-Forward,114,70,15.0,1.6,3.1,.506,1.6,3.1,.506,0.0,0.0,.506,1.5,2.5,.614,0.3,0.2,0.4,4.7,1.7,2.0,3.7,1.0
20550,Brent Murphy,6-8,225,Forward,69,0,7.2,0.6,1.5,.436,0.2,0.6,.421,0.4,0.9,.436,0.3,0.4,.655,0.3,0.1,0.1,2.0,0.4,0.6,1.1,0.3
20551,Chris Murphy,6-7,210,Forward,9,0,1.2,0.1,0.2,.500,0.0,0.0,,0.1,0.2,.500,0.0,0.2,.000,0.0,0.1,0.0,0.3,0.0,0.3,0.3,0.1
20552,Christian Murphy,6-2,165,Guard,39,5,9.4,0.8,2.4,.355,0.3,0.9,.324,0.5,1.4,.355,0.1,0.2,.556,0.2,0.2,0.0,2.4,0.1,0.3,0.4,0.9
20553,Corban Murphy,6-3,190,Guard,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20554,DeAundra Murphy,6-3,169,Guard,4,0,2.8,0.0,1.0,.000,0.0,0.3,.000,0.0,0.8,.000,0.0,0.3,.000,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
20555,Dennis Murphy,6-0,170,Guard,3,0,4.3,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,.250,0.0,0.0,,0.3,0.0,0.0,0.7,0.3,0.7,1.0,0.7
20556,Derrick Murphy,6-7,205,Forward,54,46,26.1,2.6,4.7,.547,2.6,4.7,.549,0.0,0.0,.547,2.4,3.5,.674,0.7,1.0,0.3,7.6,2.4,3.0,5.4,1.5
20557,Emmett Murphy,5-10,175,Guard,22,0,4.7,0.2,1.0,.174,0.0,0.4,.125,0.1,0.7,.174,0.0,0.1,.500,0.3,0.0,0.0,0.5,0.2,0.5,0.7,0.8
20558,Erik Murphy,6-10,238,Forward,136,67,18.3,2.9,5.7,.514,1.9,3.3,.572,1.1,2.4,.514,0.8,1.1,.757,0.7,0.4,0.6,7.7,1.2,2.6,3.7,1.0
20559,Grayson Murphy,6-2,175,Guard,37,33,27.9,3.8,7.8,.488,3.1,5.6,.551,0.7,2.2,.488,0.7,1.3,.551,6.0,1.5,0.1,9.1,0.6,3.5,4.1,2.3
20560,Jordan Murphy,6-6,250,Forward,133,122,29.3,4.9,9.9,.495,4.7,8.9,.526,0.2,1.0,.495,3.5,5.2,.659,1.4,0.9,1.0,13.5,3.1,6.7,9.8,2.1
20561,Kamari Murphy,6-8,216,Forward,131,97,24.6,2.4,4.7,.507,2.3,4.6,.513,0.0,0.1,.507,0.9,1.6,.571,0.6,0.4,0.9,5.6,1.8,4.0,5.9,1.1
20562,Kevin Murphy,6-7,185,Guard,128,109,29.0,5.5,12.5,.443,4.0,8.4,.476,1.5,4.0,.443,3.3,4.4,.734,1.9,0.8,0.2,15.8,0.8,3.3,4.2,3.0
20563,Khalil Murphy,6-8,235,Forward,39,2,6.7,0.7,1.6,.426,0.6,1.3,.510,0.0,0.3,.426,0.3,0.8,.313,0.1,0.2,0.1,1.6,0.6,0.8,1.4,0.3
20564,LeShaun Murphy,6-1,184,Guard,52,4,12.1,1.6,3.9,.417,1.5,3.5,.424,0.1,0.4,.417,1.0,1.9,.546,0.8,0.4,0.1,4.4,0.5,1.1,1.6,1.3
20565,Luke Murphy,6-9,215,Forward,60,13,9.0,0.8,2.1,.384,0.5,1.3,.388,0.3,0.8,.384,0.4,0.6,.667,0.1,0.1,0.5,2.3,0.6,1.3,1.9,0.5
20566,Matt Murphy,6-6,300,Forward,10,0,3.3,0.2,0.5,.400,0.2,0.5,.400,0.0,0.0,.400,0.4,0.4,1.000,0.3,0.1,0.0,0.8,0.2,0.9,1.1,0.2
20567,Maurice Murphy,6-0,180,Guard,89,32,19.1,1.1,3.0,.376,0.7,1.8,.377,0.4,1.2,.376,0.7,1.1,.673,2.0,0.9,0.0,3.4,0.4,1.3,1.7,1.8
20568,Nick Murphy,6-4,225,Guard,113,83,30.1,4.7,9.2,.508,4.5,8.6,.524,0.2,0.7,.508,3.7,5.5,.663,2.0,1.7,0.3,13.3,2.1,3.9,6.0,2.2
20569,Qon Murphy,6-5,190,Guard,21,0,9.7,0.9,3.2,.265,0.6,2.0,.286,0.3,1.2,.265,0.8,1.3,.607,0.7,0.4,0.2,2.8,0.6,1.3,2.0,1.0
20570,Quantel Murphy,6-5,200,Forward,52,14,13.7,1.5,3.1,.491,1.4,2.6,.529,0.1,0.4,.491,1.1,1.7,.651,0.4,0.5,0.1,4.2,0.8,1.7,2.5,1.2
20571,Rhys Murphy,6-7,195,Forward,22,0,5.5,0.4,1.0,.391,0.1,0.2,.600,0.3,0.8,.391,0.2,0.4,.444,0.0,0.3,0.0,1.3,0.2,0.6,0.8,0.2
20572,Rob Murphy,6-7,233,Forward,18,0,3.0,0.5,0.7,.750,0.5,0.7,.750,0.0,0.0,.750,0.8,0.9,.882,0.1,0.1,0.1,1.8,0.2,0.4,0.6,0.5
20573,Ryan Murphy,6-10,210,Center,13,0,7.5,0.9,1.9,.480,0.8,1.5,.526,0.2,0.5,.480,0.2,0.3,.500,0.2,0.1,0.5,2.2,0.5,0.7,1.2,0.5
20574,Ryan Murphy,6-2,192,Guard,19,5,19.9,2.4,5.9,.407,0.7,1.7,.424,1.7,4.2,.407,0.2,0.4,.500,0.9,0.5,0.0,6.7,0.1,1.1,1.2,0.9
20575,Storm Murphy,5-11,180,Guard,68,61,26.8,2.5,5.2,.472,1.1,2.1,.538,1.3,3.1,.472,0.9,1.0,.843,3.6,0.8,0.0,7.1,0.2,1.9,2.0,1.4
20576,Tomas Murphy,6-8,220,Forward,64,8,17.5,2.9,5.3,.550,2.7,4.7,.574,0.3,0.7,.550,1.2,1.5,.747,0.8,0.3,0.1,7.3,1.2,1.7,2.9,1.1
20577,Tony Murphy,6-4,220,Guard,118,113,33.9,5.2,13.3,.393,3.0,7.0,.430,2.2,6.3,.393,2.7,3.6,.761,1.8,1.2,0.1,15.4,0.7,2.8,3.5,2.8
20578,Tremell Murphy,6-6,202,Forward,33,32,26.5,4.0,7.9,.504,3.5,6.7,.520,0.5,1.2,.504,2.0,3.3,.602,1.7,0.7,0.5,10.4,1.8,4.4,6.2,2.0
20579,Tymell Murphy,6-5,210,Forward,63,61,32.4,6.3,10.8,.579,5.9,9.5,.619,0.4,1.3,.579,2.7,4.1,.663,2.1,1.8,1.3,15.6,2.3,4.9,7.1,2.7
20580,Trey Murphy III,6-7,180,Guard,32,2,20.6,2.6,5.9,.442,0.6,1.2,.526,2.0,4.8,.442,1.2,1.6,.725,0.7,0.5,0.5,8.4,0.6,2.0,2.6,0.7
20581,Aaric Murray,6-10,245,Center,127,101,27.0,5.3,11.2,.477,4.6,9.0,.509,0.8,2.2,.477,3.2,4.4,.730,1.1,0.8,2.2,14.6,2.3,4.7,6.9,2.1
20582,Andre Murray,6-2,200,Guard,65,55,26.3,3.8,8.0,.467,2.5,4.6,.545,1.2,3.4,.467,1.4,2.0,.669,2.1,1.1,0.3,10.1,1.1,2.7,3.8,2.1
20583,Bernell Murray,5-9,173,Guard,117,70,22.5,2.1,5.5,.375,1.0,2.3,.449,1.0,3.2,.375,0.6,0.9,.721,2.1,1.0,0.1,5.8,0.4,1.9,2.3,1.6
20584,Chance Murray,6-2,180,Guard,106,48,20.9,2.4,6.6,.358,1.7,4.3,.401,0.6,2.3,.358,1.7,2.5,.670,2.1,0.9,0.2,7.1,0.4,2.9,3.3,1.5
20585,Cole Murray,6-7,200,Guard,121,66,21.6,2.6,6.0,.439,0.5,0.7,.633,2.1,5.2,.439,0.3,0.4,.750,0.7,0.3,0.3,7.7,0.2,2.2,2.4,0.6
20586,David Murray,6-4,205,Guard,18,0,2.9,0.5,1.3,.391,0.5,1.1,.450,0.0,0.2,.391,0.2,0.2,.750,0.1,0.1,0.1,1.2,0.1,0.5,0.6,0.1
20587,Dejounte Murray,6-5,170,Guard,34,34,33.5,5.9,14.3,.416,4.9,10.8,.457,1.0,3.5,.416,3.2,4.9,.663,4.4,1.8,0.3,16.1,1.4,4.6,6.0,3.2
20588,DeSean Murray,6-4,215,Forward,93,91,27.3,5.3,10.4,.509,5.0,9.6,.526,0.2,0.8,.509,3.8,5.1,.745,1.7,1.4,0.5,14.6,2.7,4.3,7.1,2.4
20589,Drae Murray,5-10,150,Guard,94,30,19.2,1.7,4.7,.361,0.7,1.8,.400,1.0,2.9,.361,0.7,1.0,.737,3.4,0.9,0.0,5.1,0.3,1.5,1.8,1.4
20590,Durand Murray,6-7,198,Forward,15,9,8.1,0.3,1.1,.313,0.3,1.1,.313,0.0,0.0,.313,0.1,0.4,.333,0.6,0.1,0.1,0.8,0.5,0.5,0.9,0.5
20591,Eddie Murray,6-8,205,Forward,121,28,14.5,1.3,2.4,.551,1.2,2.1,.595,0.1,0.3,.551,0.9,1.2,.722,0.4,0.4,0.5,3.7,1.0,1.4,2.4,0.6
20592,Emerson Murray,6-3,195,Guard,106,27,15.1,0.8,2.4,.344,0.4,1.0,.431,0.4,1.3,.344,0.5,0.9,.561,1.5,0.6,0.0,2.5,0.4,1.6,2.0,1.0
20593,Erick Murray,6-5,230,Forward,35,0,1.8,0.1,0.4,.357,0.1,0.4,.385,0.0,0.0,.357,0.1,0.1,.750,0.1,0.0,0.0,0.4,0.4,0.1,0.8,0.1
20594,Haric Murray,6-5,218,Forward,3,0,1.3,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,1.000,0.3,0.7,.500,0.0,0.0,0.0,1.0,0.3,0.0,0.3,0.0
20595,Jamal Murray,6-5,207,Guard,36,36,35.2,6.8,14.9,.454,3.6,7.3,.502,3.1,7.7,.454,3.3,4.2,.783,2.2,1.0,0.3,20.0,1.5,3.7,5.2,2.3
20596,Josh Murray,6-9,220,Center,37,0,7.5,0.3,0.9,.324,0.3,0.9,.324,0.0,0.0,.324,0.2,0.2,.889,0.1,0.3,0.5,0.8,0.6,0.7,1.3,0.2
20597,Justin Murray,6-5,227,Forward,19,1,6.7,0.5,0.6,.818,0.4,0.5,.778,0.1,0.1,.818,0.2,0.6,.273,0.2,0.3,0.1,1.2,0.4,0.4,0.8,0.2
20598,Lamond Murray,6-5,200,Guard,118,64,24.4,4.9,10.3,.472,4.1,8.3,.496,0.7,2.0,.472,2.2,2.9,.757,0.9,0.7,0.3,12.6,1.1,3.1,4.2,1.5
20599,Michael Murray,6-5,210,Forward,112,75,26.6,3.5,8.5,.406,2.9,6.2,.476,0.5,2.4,.406,1.7,2.7,.635,0.9,0.9,0.4,9.2,2.0,3.6,5.6,1.5
20600,Mike Murray,6-2,188,Guard,5,0,2.6,0.2,0.2,1.000,0.2,0.2,1.000,0.0,0.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8
20601,Rico Murray,6-1,166,Guard,7,0,,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,0.3,0.3,1.000,0.1,0.0,0.0,0.3,0.0,0.3,0.3,0.1
20602,Tyler Murray,6-5,200,Guard,117,87,27.3,3.3,7.7,.434,1.7,4.0,.433,1.6,3.7,.434,2.1,2.6,.794,2.5,1.0,0.2,10.3,0.6,2.8,3.3,2.0
20603,Walter Murray,6-3,180,Guard,46,7,7.8,0.8,2.1,.368,0.7,1.5,.435,0.1,0.6,.368,0.5,0.8,.632,0.3,0.2,0.0,2.2,0.5,0.4,0.8,0.7
20604,Dwight Murray Jr,6-0,165,Guard,30,18,24.8,2.5,5.3,.468,1.6,2.9,.547,0.9,2.4,.468,0.8,0.9,.857,2.2,0.7,0.1,6.6,0.2,2.0,2.2,2.0
20605,Connor Murrell,6-7,208,Guard,25,0,9.4,1.2,3.2,.363,0.8,1.9,.447,0.3,1.3,.363,0.5,0.8,.571,0.5,0.2,0.1,3.1,0.2,0.8,1.0,0.6
20606,Kameron Murrell,6-2,195,Guard,53,3,9.4,0.5,2.4,.209,0.1,0.7,.179,0.4,1.7,.209,0.4,0.5,.786,0.4,0.2,0.1,1.8,0.3,0.8,1.1,0.4
20607,Matt Murrer,6-7,205,Forward,112,74,25.1,4.2,7.8,.541,3.2,4.5,.713,1.0,3.3,.541,1.2,1.7,.713,0.8,0.7,0.8,10.7,1.5,3.7,5.2,1.6
20608,John Murry,6-3,195,Guard,57,25,21.1,3.6,7.7,.472,2.7,5.0,.542,0.9,2.8,.472,3.2,4.1,.792,1.0,0.6,0.1,11.5,0.4,1.8,2.2,1.7
20609,Nile Murry,6-4,208,Guard,129,84,24.3,2.9,7.8,.378,1.5,3.9,.391,1.4,3.9,.378,2.0,2.6,.780,1.8,1.1,0.1,9.4,1.0,2.2,3.2,1.7
20610,Robert Murry,5-10,185,Guard,31,11,20.5,2.6,6.0,.439,2.4,5.1,.465,0.3,1.0,.439,2.5,3.3,.755,1.4,0.8,0.0,8.1,0.2,1.4,1.6,2.0
20611,Rylan Murry,6-7,240,Forward,25,0,10.0,1.0,2.3,.448,0.5,0.8,.632,0.6,1.6,.448,0.5,0.7,.667,0.3,0.1,0.1,3.1,0.5,0.5,1.0,0.4
20612,Tarale Murry,6-2,187,Guard,10,0,1.6,0.1,1.2,.083,0.1,0.4,.250,0.0,0.8,.083,0.1,0.6,.167,0.0,0.0,0.1,0.3,0.1,0.2,0.3,0.1
20613,Toure' Murry,6-5,199,Guard,139,130,28.8,3.7,9.2,.405,2.8,6.1,.454,1.0,3.1,.405,2.6,3.5,.763,3.1,1.3,0.3,11.1,1.1,3.4,4.5,2.4
20614,Yannick Murry,6-3,185,Guard,19,0,5.7,0.3,1.7,.182,0.3,1.1,.300,0.0,0.7,.182,0.5,0.8,.625,0.3,0.3,0.0,1.2,0.3,0.8,1.1,0.5
20615,Stephen Musa,6-9,250,Center,27,9,11.9,0.7,2.1,.333,0.7,2.1,.333,0.0,0.0,.333,0.8,1.4,.595,0.5,0.3,0.2,2.2,1.0,1.5,2.6,0.6
20616,Mike Muscala,6-11,234,Forward,133,118,28.7,5.4,10.8,.501,5.3,10.3,.510,0.2,0.5,.501,4.3,5.2,.819,1.6,0.4,2.0,15.3,2.3,6.0,8.2,1.6
20617,Bill Muse,6-2,185,Guard,4,0,2.8,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.3,0.5,.500,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0
20618,Latreze Mushatt,6-5,210,Guard,111,63,25.1,2.9,6.8,.431,2.6,5.6,.465,0.4,1.2,.431,1.3,2.3,.562,1.1,0.9,0.3,7.6,1.8,3.2,5.1,1.5
20619,Christian Musoko,6-8,235,Forward,61,37,15.1,2.0,4.0,.500,2.0,4.0,.502,0.0,0.0,.500,1.3,2.2,.591,0.3,0.2,0.5,5.3,1.3,2.6,3.9,1.2
20620,Nihad Musovic,6-0,185,Guard,12,0,1.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,0.2,0.2,1.000,0.1,0.0,0.0,0.2,0.3,0.3,0.5,0.3
20621,Federico Mussini,6-1,155,Guard,62,25,24.4,2.9,7.9,.366,1.1,2.9,.384,1.8,5.1,.366,1.9,2.2,.859,1.5,0.9,0.0,9.5,0.3,1.8,2.1,1.6
20622,Nathaniel Musters,6-10,253,Center,115,26,8.1,0.4,0.7,.535,0.4,0.7,.535,0.0,0.0,.535,0.1,0.2,.333,0.2,0.2,0.3,0.9,0.4,1.1,1.5,0.4
20623,Nick Muszynski,6-11,235,Center,32,32,24.9,6.2,10.3,.604,5.9,9.6,.621,0.3,0.7,.604,2.1,2.7,.779,2.7,0.6,2.2,14.7,1.3,4.5,5.8,1.6
20624,Khalid Mutakabbir,6-4,190,Guard,123,122,36.9,4.6,10.7,.432,3.3,7.1,.463,1.3,3.5,.432,2.3,3.0,.764,2.3,1.1,0.2,12.8,0.8,2.3,3.2,2.8
20625,Haboubacar Mutombo,6-5,190,Guard,95,44,20.3,2.5,5.6,.447,2.1,4.3,.490,0.4,1.3,.447,0.6,1.2,.479,1.1,0.6,0.2,6.0,1.3,2.2,3.5,0.9
20626,Harouna Mutombo,6-4,200,Guard,132,107,28.9,4.6,10.2,.448,3.8,7.6,.500,0.7,2.6,.448,2.1,3.8,.547,2.1,1.4,0.4,12.0,1.8,3.4,5.2,1.9
20627,Justyn Mutts,6-7,220,Forward,28,19,20.3,2.5,4.7,.538,2.5,4.7,.542,0.0,0.0,.538,0.9,1.6,.565,1.4,1.1,1.1,6.0,1.4,2.6,4.0,1.5
20628,Kimmo Muurinen,6-8,202,Forward,49,9,15.0,1.6,3.4,.473,1.3,2.5,.508,0.3,0.9,.473,1.0,1.5,.685,0.8,0.3,0.2,4.6,1.1,1.9,3.1,1.1
20629,Sidki Muwallif,6-8,190,Forward,5,0,2.0,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,.000,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20630,Ron Mvouika,6-6,201,Guard,65,39,22.1,2.5,6.1,.410,1.4,3.2,.430,1.1,2.9,.410,1.4,2.3,.623,1.7,0.6,0.2,7.6,0.9,2.9,3.8,1.6
20631,Joe Mvuezolo Jr.,6-6,180,Forward,56,2,19.4,2.3,6.1,.380,1.5,3.7,.401,0.8,2.4,.380,1.2,1.6,.730,0.9,0.5,0.6,6.6,0.5,2.4,2.9,1.3
20632,Patrick Mwamba,6-5,188,Forward,27,12,14.4,1.2,3.0,.402,1.0,1.9,.500,0.3,1.1,.402,0.6,1.1,.533,0.7,1.0,0.2,3.3,0.8,1.7,2.5,1.1
20633,Jaxon Myaer,5-9,175,Guard,66,6,9.6,0.9,2.1,.439,0.4,0.9,.492,0.5,1.2,.439,0.4,0.5,.743,0.7,0.2,0.0,2.7,0.0,0.6,0.6,0.9
20634,Eugene Myatt,6-5,210,Forward,96,84,29.3,4.9,11.7,.421,4.3,9.6,.446,0.7,2.2,.421,2.6,3.5,.754,1.3,0.7,0.2,13.2,0.7,2.8,3.5,2.4
20635,Anthony Myers,6-0,190,Guard,137,58,24.6,1.9,4.9,.388,1.3,3.1,.430,0.6,1.9,.388,1.4,2.0,.735,3.3,1.1,0.0,5.9,0.9,1.8,2.7,1.7
20636,Antoine Myers,6-3,190,Guard,64,59,29.5,3.3,6.9,.480,3.3,6.8,.487,0.0,0.1,.480,3.3,5.2,.642,2.6,0.9,0.1,10.0,0.9,3.1,4.1,2.1
20637,D.J. Myers,6-6,200,Forward,30,11,15.8,0.9,1.9,.464,0.9,1.9,.464,0.0,0.0,.464,0.6,1.1,.545,0.7,0.5,0.2,2.3,0.5,1.8,2.4,1.6
20638,Hunter Myers,6-7,225,Forward,4,0,1.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.3
20639,Jahmel Myers,6-7,219,Forward,32,5,17.6,1.7,3.8,.458,1.6,3.5,.459,0.1,0.3,.458,1.4,1.7,.815,0.9,0.5,0.3,4.9,1.2,1.9,3.1,1.0
20640,Jeremy Myers,6-1,200,Guard,29,1,6.6,0.3,0.9,.400,0.3,0.7,.421,0.1,0.2,.400,0.3,0.4,.769,0.1,0.2,0.0,1.1,0.2,0.6,0.8,0.5
20641,Jermaine Myers,6-0,180,Guard,56,24,16.3,0.8,2.4,.346,0.5,1.2,.426,0.3,1.2,.346,0.8,1.0,.764,1.7,0.5,0.1,2.8,0.2,1.1,1.2,1.1
20642,Jordan Myers,6-8,255,Forward,5,0,2.4,0.2,1.2,.167,0.2,1.0,.200,0.0,0.2,.167,0.0,0.0,,0.0,0.4,0.0,0.4,0.4,0.2,0.6,0.4
20643,Kechan Myers,5-10,195,Guard,32,0,16.8,2.0,5.2,.383,1.5,3.8,.390,0.5,1.4,.383,1.2,1.5,.771,1.8,0.5,0.0,5.7,0.5,1.3,1.8,1.3
20644,Patrick Myers,6-2,188,Guard,52,15,14.6,1.0,3.3,.298,0.7,2.1,.330,0.3,1.2,.298,0.5,0.8,.675,0.8,0.4,0.1,2.8,0.8,1.2,1.9,1.0
20645,Richie Myers,6-7,220,Forward,31,30,26.8,4.8,9.3,.519,4.8,9.3,.519,0.0,0.0,.519,3.0,5.1,.585,0.5,0.5,0.5,12.6,2.2,2.6,4.8,1.5
20646,Robbie Myers,6-9,255,Forward,60,11,5.4,0.4,1.0,.339,0.3,1.0,.333,0.0,0.0,.339,0.2,0.3,.650,0.2,0.2,0.1,0.9,0.4,0.6,1.0,0.4
20647,Teyvon Myers,6-2,170,Guard,66,5,11.0,1.5,3.6,.418,1.2,2.7,.439,0.3,0.9,.418,0.9,1.3,.718,1.0,0.4,0.0,4.3,0.3,0.8,1.1,0.8
20648,Wesley Myers,6-2,180,Guard,124,62,25.8,3.4,8.1,.415,2.4,5.5,.435,1.0,2.6,.415,2.3,3.2,.715,1.5,0.8,0.3,9.9,0.8,2.4,3.2,1.7
20649,Mike Myers Keitt,6-7,180,Forward,56,31,18.1,2.3,6.1,.367,1.9,4.4,.429,0.4,1.7,.367,1.8,2.1,.824,1.3,0.6,0.2,6.6,0.9,1.6,2.5,1.2
20650,Gino Myers-Kyles,6-4,190,Guard,51,1,10.5,0.9,2.2,.436,0.7,1.5,.456,0.2,0.6,.436,0.5,1.0,.560,0.3,0.3,0.1,2.7,0.3,0.9,1.2,0.6
20651,Sviatoslav Mykhailiuk,6-8,195,Guard,136,70,22.6,3.1,7.3,.428,1.4,3.0,.455,1.7,4.3,.428,0.7,1.0,.746,1.5,0.7,0.2,8.7,0.7,1.8,2.5,1.1
20652,Anthony Myles,6-9,245,Forward,69,68,25.6,4.5,8.9,.506,4.5,8.9,.506,0.0,0.0,.506,1.4,2.7,.522,0.9,0.5,0.6,10.4,3.2,3.7,6.9,1.7
20653,Anthony Myles,6-5,205,Guard,128,78,27.5,3.5,8.6,.406,2.0,4.5,.451,1.5,4.1,.406,2.6,3.5,.736,1.5,0.7,0.6,11.1,0.8,2.9,3.6,2.0
20654,Brendon Myles,6-4,185,Guard,65,6,11.3,0.9,2.2,.386,0.6,1.6,.388,0.2,0.6,.386,0.2,0.4,.652,0.3,0.2,0.1,2.2,0.6,1.3,1.9,0.9
20655,Divine Myles,5-11,180,Guard,127,123,32.8,5.4,11.1,.482,4.5,8.6,.522,0.9,2.5,.482,2.9,4.2,.698,3.9,1.3,0.1,14.5,0.7,3.6,4.4,1.8
20656,Ellis Myles,6-8,245,Forward,124,110,28.1,2.8,5.4,.517,2.8,5.3,.525,0.0,0.1,.517,2.9,5.3,.539,2.2,1.1,0.7,8.4,3.2,4.9,8.0,2.5
20657,Juevol Myles,6-1,190,Guard,49,30,21.6,3.0,7.6,.397,1.9,4.3,.432,1.1,3.3,.397,3.1,3.6,.857,2.0,0.8,0.0,10.2,0.2,2.0,2.2,1.4
20658,Marius Myles,6-5,185,Forward,52,11,11.8,0.5,1.2,.444,0.5,1.2,.444,0.0,0.0,.444,0.4,0.7,.647,0.2,0.3,0.2,1.5,0.8,1.0,1.8,0.4
20659,Tim Myles,6-6,225,Forward,54,8,11.4,0.8,1.7,.446,0.7,1.7,.440,0.0,0.0,.446,0.5,1.2,.453,0.4,0.4,0.4,2.1,1.5,2.1,3.6,1.2
20660,Tyshawn Myles,6-8,245,Forward,97,4,11.1,0.7,1.5,.463,0.7,1.5,.463,0.0,0.0,.463,0.5,0.9,.494,0.1,0.2,0.5,1.9,1.3,1.5,2.8,0.4
20661,Ferg Myrick,6-6,210,Forward,95,37,23.3,3.5,9.1,.379,2.5,6.1,.401,1.0,3.0,.379,2.4,3.6,.657,0.8,0.7,0.5,10.3,1.3,2.9,4.2,2.2
